customer_id,age,country,signup_date,churned
873,55,France,2024-03-01,0
874,31,Germany,2020-07-13,0
875,39,UK,2020-08-13,1
876,18,USA,2021-01-05,1
877,65,India,2023-09-23,1
878,48,USA,2022-07-25,0
879,63,USA,2021-04-02,0
880,33,Canada,2021-06-06,0
881,36,Germany,2022-03-14,0
882,59,UK,2020-04-28,0
883,41,Canada,2022-04-01,1
884,47,India,2025-01-25,1
885,64,Germany,2021-12-03,1
886,38,USA,2023-01-04,0
887,44,India,2022-12-05,0
888,32,France,2025-02-11,0
889,34,Canada,2023-05-07,1
890,55,France,2022-02-09,0
891,27,USA,2022-08-15,0
892,42,Canada,2022-12-15,1
893,49,Canada,2021-07-02,0
894,61,UK,2023-11-13,0
895,49,France,2020-11-24,0
896,49,Germany,2023-06-05,0
897,40,USA,2023-07-05,0
898,52,Germany,2020-08-10,0
899,52,France,2021-01-02,1
900,51,India,2022-12-01,1
901,22,France,2020-05-09,0
902,18,Germany,2020-04-28,0
903,58,USA,2021-08-23,0
904,27,India,2020-11-30,0
905,47,UK,2022-07-04,0
906,58,France,2023-11-28,1
907,48,France,2023-10-24,0
908,18,Canada,2022-04-18,0
909,18,India,2023-04-09,0
910,35,Canada,2025-02-06,1
911,19,Canada,2021-04-20,1
912,61,Germany,2024-11-12,1
913,29,India,2024-12-17,1
914,51,USA,2020-04-13,0
915,57,Canada,2020-04-29,0
916,40,UK,2022-07-29,1
917,23,UK,2020-12-30,1
918,47,Canada,2023-10-04,0
919,62,USA,2020-08-10,0
920,23,France,2020-11-24,1
921,59,India,2021-11-13,0
922,42,Germany,2023-12-06,0
923,21,France,2021-09-06,0
924,28,India,2021-07-18,0
925,45,France,2022-01-13,1
926,54,India,2023-08-05,1
927,20,USA,2024-05-09,0
928,62,Canada,2025-02-28,0
929,20,India,2025-01-05,0
930,35,Canada,2023-09-14,0
931,20,USA,2022-06-28,1
932,38,India,2022-04-19,1
933,55,USA,2020-07-11,1
934,63,Germany,2023-07-07,1
935,37,USA,2025-01-09,0
936,54,Germany,2021-10-22,0
937,52,UK,2024-04-01,0
938,65,USA,2024-09-07,1
939,62,France,2025-01-18,0
940,65,UK,2020-07-31,0
941,45,USA,2023-04-16,1
942,39,Canada,2020-04-20,1
943,56,Germany,2022-02-08,1
944,38,India,2021-11-02,0
945,46,Germany,2022-10-29,0
946,53,Germany,2021-12-30,0
947,61,Canada,2021-02-27,0
948,23,Canada,2020-11-12,0
949,33,France,2022-05-24,0
950,35,USA,2024-11-20,0
951,58,USA,2021-03-05,1
952,38,UK,2023-02-11,0
953,18,UK,2021-03-27,0
954,35,India,2025-01-24,0
955,29,Germany,2021-03-08,0
956,53,Canada,2024-05-14,0
957,19,India,2022-03-15,0
958,23,Canada,2020-10-12,0
959,38,Germany,2020-11-28,0
960,44,Germany,2024-05-11,1
961,64,Canada,2025-01-21,1
962,33,Canada,2020-06-02,0
963,61,Germany,2022-06-20,0
964,35,UK,2020-08-23,0
965,27,India,2022-05-19,0
966,35,Germany,2024-11-18,0
967,22,UK,2024-02-28,0
968,33,France,2022-11-11,0
969,56,Canada,2022-02-19,0
970,24,USA,2020-07-13,0
971,43,UK,2021-08-22,1
972,42,UK,2021-07-31,0
973,45,France,2022-12-29,1
974,26,UK,2020-04-12,0
975,62,USA,2023-10-04,0
976,29,Germany,2022-09-26,1
977,36,France,2023-01-18,0
978,49,Canada,2024-08-04,1
979,38,Germany,2020-05-30,0
980,43,UK,2022-06-12,0
981,54,USA,2025-02-07,0
982,52,USA,2023-09-21,0
983,53,India,2022-07-08,1
984,47,France,2024-01-01,0
985,36,France,2021-12-31,0
986,44,France,2022-05-06,0
987,58,UK,2020-06-11,0
988,60,USA,2022-09-29,1
989,42,India,2020-11-19,0
990,56,Germany,2022-02-17,0
991,52,Canada,2020-06-10,1
992,62,Germany,2022-09-14,0
993,41,France,2023-02-11,1
994,52,Canada,2021-08-18,0
995,23,India,2020-09-04,1
996,60,France,2020-11-24,0
997,59,Canada,2020-05-30,0
998,59,France,2024-07-04,0
999,39,Germany,2021-03-10,0
1000,24,UK,2022-08-05,0
1001,65,Canada,2021-12-27,0
1002,62,Canada,2025-02-18,0
1003,41,Germany,2022-03-02,0
1004,61,Canada,2021-12-05,0
1005,27,UK,2024-09-16,1
1006,48,India,2024-05-29,0
1007,23,India,2021-09-30,1
1008,64,USA,2020-10-05,0
1009,39,Germany,2023-01-07,1
1010,51,Germany,2020-08-31,0
1011,24,Germany,2024-08-17,1
1012,46,UK,2020-11-15,0
1013,20,France,2021-08-04,0
1014,39,France,2022-05-16,0
1015,28,France,2024-06-04,0
1016,29,Canada,2023-10-11,0
1017,53,Germany,2023-06-14,1
1018,32,Germany,2022-10-19,0
1019,29,France,2022-09-28,0
1020,43,India,2021-05-08,1
1021,30,Germany,2023-09-10,0
1022,42,India,2023-10-30,1
1023,31,UK,2022-07-28,1
1024,22,Canada,2022-10-18,0
1025,52,USA,2021-12-02,0
1026,30,Germany,2024-05-05,0
1027,60,Germany,2023-11-17,0
1028,58,UK,2023-01-05,0
1029,57,Germany,2021-07-25,0
1030,40,UK,2023-02-21,1
1031,57,USA,2023-12-06,1
1032,63,UK,2022-05-30,1
1033,55,India,2021-04-21,0
1034,38,India,2022-04-08,0
1035,25,USA,2021-09-14,0
1036,27,Canada,2023-07-23,0
1037,56,USA,2023-09-15,0
1038,45,USA,2023-01-19,0
1039,52,France,2023-12-27,1
1040,29,Canada,2020-05-29,0
1041,36,USA,2022-08-25,0
1042,46,Canada,2022-09-22,0
1043,40,India,2021-04-05,0
1044,30,Germany,2021-05-15,1
1045,50,France,2020-09-05,0
1046,61,Germany,2024-07-23,0
1047,46,Germany,2021-08-24,0
1048,54,India,2023-10-29,1
1049,32,UK,2021-10-08,0
1050,32,Canada,2022-09-10,0
1051,47,Canada,2020-10-02,1
1052,49,Canada,2021-01-18,0
1053,54,India,2021-12-02,0
1054,52,UK,2024-10-25,0
1055,20,France,2022-12-23,0
1056,31,Germany,2025-02-28,0
1057,59,USA,2022-05-29,0
1058,20,Germany,2022-05-09,0
1059,23,Germany,2024-04-23,1
1060,25,USA,2022-05-03,0
1061,65,Canada,2024-04-30,0
1062,63,Canada,2022-08-10,0
1063,28,Canada,2022-01-20,0
1064,31,USA,2020-07-18,1
1065,54,UK,2024-07-21,0
1066,56,Canada,2023-05-03,0
1067,63,UK,2020-09-15,0
1068,35,Canada,2024-03-13,1
1069,61,India,2022-07-28,0
1070,44,India,2022-05-11,1
1071,59,USA,2024-06-06,1
1072,26,USA,2023-12-08,0
1073,38,USA,2020-08-11,1
1074,61,Germany,2025-02-09,0
1075,54,France,2021-09-25,0
1076,44,Germany,2021-01-19,0
1077,58,India,2022-08-23,0
1078,65,UK,2022-03-23,0
1079,41,Germany,2021-05-17,1
1080,38,Canada,2022-11-11,0
1081,64,India,2022-12-15,1
1082,47,France,2024-06-24,0
1083,40,India,2022-09-15,1
1084,43,USA,2022-01-16,1
1085,31,Germany,2022-05-06,0
1086,36,UK,2022-12-31,0
1087,26,Canada,2021-04-29,1
1088,39,France,2022-09-29,1
1089,20,India,2023-01-17,0
1090,47,India,2022-01-20,0
1091,28,Germany,2020-10-02,0
1092,45,USA,2020-12-20,1
1093,26,France,2020-06-13,0
1094,35,India,2020-07-11,0
1095,34,India,2021-10-21,0
1096,59,USA,2023-03-30,0
1097,58,UK,2021-12-16,1
1098,32,Germany,2024-03-12,0
1099,63,India,2020-10-08,0
1100,48,India,2021-10-24,0
1101,32,Canada,2024-08-15,0
1102,18,India,2023-11-08,0
1103,25,Germany,2021-07-25,0
1104,48,India,2020-11-01,0
1105,23,France,2023-12-09,1
1106,24,UK,2024-08-04,0
1107,37,USA,2023-04-03,0
1108,26,France,2023-03-09,1
1109,27,India,2020-12-26,0
1110,18,Canada,2023-05-10,0
1111,46,UK,2023-07-07,1
1112,58,France,2022-11-27,0
1113,44,Canada,2025-01-15,0
1114,31,India,2020-12-23,1
1115,26,India,2020-11-05,0
1116,42,UK,2023-10-02,1
1117,38,USA,2024-06-21,0
1118,59,India,2022-01-04,0
1119,56,Canada,2025-02-05,1
1120,36,France,2021-03-04,0
1121,60,UK,2024-12-21,0
1122,56,Canada,2023-04-14,0
1123,43,UK,2021-07-13,0
1124,33,Germany,2022-03-18,0
1125,33,Germany,2024-12-10,0
1126,22,Canada,2023-06-05,1
1127,18,UK,2021-07-19,1
1128,26,Germany,2022-07-19,1
1129,54,Germany,2021-03-20,0
1130,61,USA,2022-05-10,1
1131,22,India,2021-03-28,0
1132,18,UK,2023-10-16,0
1133,21,Germany,2024-09-04,0
1134,58,France,2023-09-04,0
1135,44,Germany,2021-12-28,1
1136,23,France,2023-02-19,0
1137,57,USA,2021-05-26,0
1138,37,India,2023-07-26,0
1139,31,USA,2023-10-18,0
1140,43,Canada,2025-01-30,0
1141,59,France,2021-07-20,0
1142,37,France,2023-08-28,0
1143,33,India,2020-08-16,0
1144,45,India,2024-02-17,0
1145,56,India,2021-11-07,0
1146,65,France,2023-08-31,1
1147,25,India,2025-01-20,1
1148,62,India,2020-09-06,0
1149,40,Canada,2021-06-23,0
1150,64,UK,2021-05-26,0
1151,26,France,2024-10-25,1
1152,35,France,2020-07-10,1
1153,19,UK,2024-09-20,1
1154,35,Canada,2023-11-12,0
1155,63,Canada,2024-12-15,0
1156,49,Germany,2024-04-07,0
1157,21,Germany,2023-10-30,1
1158,28,UK,2021-10-09,0
1159,24,Canada,2020-11-13,0
1160,25,USA,2024-07-03,1
1161,18,India,2025-01-05,1
1162,18,USA,2024-03-23,0
1163,41,Germany,2020-04-24,1
1164,29,India,2021-06-14,0
1165,63,France,2021-07-17,0
1166,32,UK,2021-02-11,0
1167,64,UK,2020-11-26,0
1168,22,Canada,2023-09-13,0
1169,50,France,2023-06-26,1
1170,29,USA,2021-09-13,1
1171,20,Germany,2024-05-12,0
1172,47,UK,2021-08-30,1
1173,37,UK,2023-03-12,0
1174,47,India,2023-03-28,0
1175,36,Canada,2022-01-29,1
1176,65,Canada,2023-12-16,0
1177,41,Canada,2023-11-15,1
1178,30,France,2023-03-08,1
1179,33,USA,2023-02-10,0
1180,44,India,2023-05-12,0
1181,40,France,2021-06-02,1
1182,18,UK,2022-03-03,0
1183,60,Germany,2024-08-22,1
1184,64,UK,2024-04-01,0
1185,51,USA,2021-12-12,0
1186,21,USA,2024-10-04,1
1187,23,India,2023-04-02,1
1188,51,Germany,2025-03-24,1
1189,41,Germany,2025-04-11,1
1190,23,Canada,2024-08-02,0
1191,26,France,2022-04-23,1
1192,22,Canada,2024-11-25,0
1193,45,France,2023-10-22,1
1194,33,UK,2022-06-25,0
1195,38,Germany,2024-09-18,1
1196,65,UK,2021-02-27,0
1197,35,USA,2020-12-18,0
1198,30,USA,2023-03-22,1
1199,55,India,2023-02-09,0
1200,28,Germany,2023-09-13,0
1201,44,India,2022-07-15,0
1202,31,Germany,2022-07-14,0
1203,34,India,2023-02-04,0
1204,61,UK,2021-05-08,1
1205,62,Canada,2024-10-07,0
1206,38,USA,2023-06-06,0
1207,33,UK,2025-01-26,0
1208,21,France,2023-10-03,0
1209,29,India,2023-07-05,1
1210,46,Canada,2021-11-13,1
1211,33,India,2023-05-15,0
1212,26,India,2023-08-10,0
1213,32,USA,2021-08-13,0
1214,43,UK,2022-07-01,0
1215,59,India,2024-04-19,0
1216,34,India,2022-09-11,0
1217,22,USA,2022-04-24,1
1218,46,USA,2022-04-09,0
1219,39,India,2022-06-20,0
1220,47,India,2024-03-18,0
1221,54,Germany,2021-10-22,1
1222,43,Germany,2025-03-26,0
1223,61,Germany,2024-05-05,0
1224,31,USA,2020-09-04,0
1225,46,USA,2025-02-10,0
1226,57,Canada,2022-08-09,0
1227,36,Germany,2023-05-01,0
1228,53,Germany,2021-08-15,0
1229,35,Germany,2022-12-18,0
1230,30,France,2021-11-06,1
1231,51,USA,2023-02-13,0
1232,52,India,2022-03-21,1
1233,63,UK,2023-04-18,0
1234,49,UK,2024-09-15,1
1235,50,UK,2024-04-12,0
1236,29,India,2021-06-08,0
1237,32,India,2024-05-23,1
1238,35,India,2022-11-12,1
1239,48,Canada,2025-03-17,0
1240,55,USA,2023-03-29,1
1241,24,USA,2023-11-19,0
1242,35,Canada,2021-12-03,1
1243,65,India,2023-10-27,1
1244,32,Canada,2023-08-06,1
1245,42,UK,2024-12-04,1
1246,29,USA,2024-10-10,0
1247,38,France,2023-04-24,0
1248,55,India,2024-09-22,1
1249,40,Canada,2022-09-16,0
1250,54,USA,2023-11-22,1
1251,49,Canada,2022-10-10,0
1252,49,India,2022-07-25,0
1253,32,Canada,2024-02-27,0
1254,51,Germany,2024-05-24,0
1255,57,USA,2024-11-09,1
1256,39,France,2024-04-26,0
1257,38,India,2020-10-31,0
1258,55,France,2022-05-26,1
1259,25,Canada,2020-12-19,1
1260,22,UK,2023-08-10,1
1261,60,Germany,2020-12-17,0
1262,39,UK,2021-11-10,0
1263,28,France,2022-03-05,1
1264,58,Germany,2024-12-16,0
1265,29,France,2020-05-24,1
1266,62,Canada,2023-10-25,1
1267,32,France,2022-01-04,0
1268,29,Germany,2021-01-22,0
1269,62,UK,2021-12-02,0
1270,64,India,2024-11-18,1
1271,54,Germany,2023-09-19,1
1272,54,India,2020-08-12,0
1273,38,Canada,2024-05-04,0
1274,54,India,2023-03-03,1
1275,27,UK,2024-08-23,1
1276,33,UK,2021-06-06,1
1277,28,France,2020-07-27,1
1278,23,France,2022-04-05,0
1279,64,UK,2020-06-04,0
1280,34,USA,2024-09-08,0
1281,22,UK,2024-02-27,0
1282,24,France,2021-12-10,0
1283,42,Germany,2022-04-23,1
1284,28,Germany,2024-05-25,0
1285,42,UK,2023-04-18,0
1286,24,Germany,2021-03-29,1
1287,54,France,2020-12-19,1
1288,32,USA,2025-01-29,0
1289,20,UK,2023-03-15,0
1290,34,India,2021-05-31,0
1291,28,Germany,2021-04-10,0
1292,22,Canada,2021-04-26,1
1293,23,UK,2024-11-15,0
1294,57,Germany,2021-02-14,1
1295,45,France,2023-11-21,0
1296,45,USA,2020-09-26,0
1297,39,USA,2022-06-13,1
1298,44,France,2023-04-09,0
1299,64,Canada,2024-07-09,0
1300,36,UK,2021-06-30,0
1301,21,Germany,2020-04-24,0
1302,49,USA,2021-11-20,0
1303,18,Germany,2025-02-20,0
1304,60,France,2022-04-29,0
1305,30,India,2024-10-25,0
1306,28,France,2021-01-10,0
1307,23,Germany,2024-03-15,1
1308,37,Germany,2021-01-24,0
1309,60,UK,2022-11-08,0
1310,52,Germany,2023-10-01,0
1311,42,UK,2024-05-01,0
1312,20,UK,2021-06-18,0
1313,34,USA,2021-08-01,1
1314,54,India,2025-01-24,0
1315,62,France,2024-10-08,0
1316,60,UK,2021-08-22,1
1317,44,Canada,2023-02-02,0
1318,21,Germany,2025-04-10,1
1319,44,Canada,2023-02-21,0
1320,48,Canada,2021-12-12,1
1321,48,UK,2020-05-27,0
1322,63,India,2023-07-01,0
1323,51,Canada,2022-04-06,0
1324,57,USA,2021-12-15,0
1325,46,USA,2020-09-11,1
1326,28,USA,2022-01-21,1
1327,26,India,2020-11-16,0
1328,61,Germany,2024-11-03,0
1329,58,USA,2020-07-29,1
1330,34,UK,2023-12-06,1
1331,22,India,2021-08-02,0
1332,43,Canada,2023-09-05,0
1333,35,Canada,2024-08-20,0
1334,18,France,2021-12-25,0
1335,51,Germany,2020-07-09,0
1336,27,USA,2023-06-02,0
1337,55,India,2023-08-16,1
1338,54,India,2023-06-02,1
1339,52,UK,2022-09-27,1
1340,34,Germany,2024-09-26,0
1341,54,Canada,2022-03-09,0
1342,29,UK,2024-03-06,0
1343,57,Canada,2021-08-04,0
1344,43,India,2021-04-21,0
1345,39,France,2021-08-15,0
1346,65,Germany,2025-02-19,1
1347,41,India,2023-12-17,0
1348,37,UK,2023-02-28,0
1349,49,France,2024-09-20,0
1350,32,USA,2021-12-01,0
1351,65,Germany,2021-12-06,1
1352,38,UK,2021-11-04,1
1353,56,France,2024-07-31,0
1354,46,USA,2025-02-23,1
1355,44,France,2025-03-31,0
1356,51,UK,2021-09-28,1
1357,50,USA,2024-06-27,0
1358,63,Canada,2024-12-24,0
1359,51,Canada,2021-04-27,0
1360,30,USA,2024-05-27,1
1361,33,India,2020-10-22,0
1362,41,France,2023-11-08,0
1363,41,Germany,2020-08-20,0
1364,58,India,2023-02-21,0
1365,33,UK,2024-01-29,0
1366,46,USA,2023-10-06,1
1367,48,Canada,2021-03-12,0
1368,40,USA,2020-10-06,1
1369,34,France,2024-09-19,1
1370,23,UK,2024-08-23,0
1371,21,USA,2020-08-01,1
1372,31,USA,2021-01-28,0
1373,61,USA,2022-01-08,0
1374,44,Canada,2024-01-01,0
1375,61,India,2021-07-12,0
1376,26,France,2024-05-09,0
1377,18,USA,2020-07-03,0
1378,37,France,2022-08-07,1
1379,59,UK,2020-09-15,0
1380,42,UK,2025-03-01,0
1381,31,Germany,2025-03-29,0
1382,51,Canada,2022-05-14,0
1383,24,India,2022-01-25,0
1384,60,UK,2022-12-25,0
1385,56,Canada,2021-03-24,0
1386,61,India,2020-06-10,0
1387,39,UK,2024-07-03,0
1388,35,UK,2022-08-21,0
1389,59,UK,2022-03-02,0
1390,51,USA,2023-12-12,1
1391,56,Germany,2024-12-28,0
1392,61,USA,2021-04-12,1
1393,59,Germany,2024-10-31,1
1394,34,Germany,2022-07-13,0
1395,65,India,2021-09-07,0
1396,54,USA,2024-12-29,0
1397,63,USA,2022-07-20,0
1398,58,Germany,2023-01-12,1
1399,60,UK,2020-08-02,0
1400,28,France,2024-09-06,1
1401,29,UK,2021-02-26,0
1402,26,France,2020-07-09,0
1403,53,USA,2021-06-29,1
1404,39,France,2024-04-10,0
1405,40,USA,2022-09-08,1
1406,37,Germany,2023-06-27,1
1407,39,UK,2022-04-08,0
1408,36,Germany,2023-06-07,1
1409,48,India,2022-05-10,1
1410,55,Canada,2021-09-28,1
1411,22,Germany,2021-11-23,1
1412,50,India,2021-02-27,1
1413,42,Canada,2023-11-26,0
1414,21,USA,2020-11-10,0
1415,30,UK,2023-07-10,0
1416,54,Germany,2020-05-01,0
1417,63,USA,2021-12-25,1
1418,49,UK,2021-07-04,0
1419,29,UK,2022-07-25,0
1420,18,Germany,2021-05-26,0
1421,28,Canada,2021-04-06,1
1422,49,India,2024-11-13,0
1423,45,France,2023-09-12,0
1424,45,Germany,2023-12-26,0
1425,20,Canada,2023-03-24,0
1426,41,India,2022-06-27,1
1427,51,USA,2024-04-27,0
1428,18,France,2023-04-11,1
1429,32,France,2022-10-11,1
1430,37,USA,2023-06-20,0
1431,50,Canada,2022-08-05,0
1432,22,India,2021-05-13,0
1433,36,Germany,2025-01-14,1
1434,56,Canada,2022-09-14,0
1435,61,USA,2022-03-10,0
1436,49,UK,2023-05-12,1
1437,28,Germany,2024-04-02,0
1438,32,France,2022-02-03,1
1439,31,France,2025-03-11,0
1440,50,USA,2020-11-08,0
1441,63,France,2022-11-12,1
1442,42,France,2021-11-28,0
1443,52,Canada,2022-05-05,0
1444,21,France,2022-01-26,0
1445,19,India,2021-04-09,0
1446,44,Germany,2020-09-12,0
1447,53,UK,2022-12-09,0
1448,27,USA,2020-05-13,0
1449,58,India,2021-02-19,0
1450,60,India,2022-05-10,0
1451,35,Canada,2022-09-18,0
1452,26,Germany,2020-10-22,1
1453,24,Canada,2023-07-03,1
1454,25,UK,2021-09-11,0
1455,24,Germany,2025-01-23,0
1456,30,UK,2023-02-08,1
1457,30,UK,2025-01-23,1
1458,36,USA,2023-07-28,0
1459,49,USA,2021-06-28,0
1460,48,UK,2023-02-05,0
1461,18,France,2022-11-28,0
1462,25,Canada,2024-01-05,0
1463,27,India,2024-02-23,1
1464,22,France,2020-04-18,1
1465,34,France,2023-09-10,0
1466,36,UK,2020-11-19,0
1467,24,USA,2022-06-16,1
1468,36,UK,2023-04-13,1
1469,38,Germany,2023-11-02,1
1470,24,India,2024-08-30,0
1471,26,France,2024-04-23,0
1472,39,UK,2022-12-20,1
1473,57,UK,2020-11-27,1
1474,23,UK,2023-11-18,1
1475,29,India,2024-02-17,0
1476,47,UK,2020-11-15,1
1477,62,Germany,2023-12-05,1
1478,59,USA,2022-02-02,0
1479,62,France,2024-06-16,0
1480,28,India,2025-03-01,0
1481,55,Germany,2022-06-10,1
1482,61,Germany,2022-11-19,0
1483,42,UK,2022-07-13,0
1484,61,France,2022-01-14,1
1485,26,Germany,2020-10-24,1
1486,25,Germany,2023-04-10,0
1487,22,UK,2020-06-24,0
1488,18,France,2021-01-10,1
1489,51,France,2020-05-08,0
1490,54,USA,2021-05-20,1
1491,60,UK,2021-04-06,0
1492,62,France,2020-07-30,0
1493,45,France,2025-02-18,1
1494,48,UK,2020-07-24,0
1495,59,Germany,2024-04-23,0
1496,53,Canada,2022-01-12,0
1497,59,USA,2022-09-03,0
1498,48,Germany,2024-02-04,1
1499,22,Germany,2021-09-12,0
1500,39,UK,2020-07-15,0
1501,32,Canada,2022-11-06,0
1502,43,USA,2020-06-18,0
1503,46,Canada,2023-11-08,0
1504,49,Germany,2024-01-09,0
1505,49,France,2021-12-11,0
1506,24,Germany,2024-05-16,0
1507,53,Canada,2021-06-26,0
1508,23,Canada,2021-06-13,1
1509,58,UK,2025-01-27,1
1510,53,USA,2024-10-09,0
1511,47,UK,2024-09-20,0
1512,21,USA,2022-09-02,1
1513,39,Canada,2022-12-21,1
1514,56,Germany,2021-06-20,1
1515,41,France,2022-07-26,0
1516,24,France,2020-07-25,0
1517,39,UK,2021-02-28,1
1518,36,Canada,2022-12-29,0
1519,62,India,2024-08-27,0
1520,28,Germany,2021-09-22,0
1521,63,France,2024-10-12,1
1522,24,UK,2023-02-04,0
1523,30,India,2021-09-29,1
1524,43,USA,2023-11-19,0
1525,30,France,2023-06-06,0
1526,44,India,2025-02-28,1
1527,61,Canada,2022-03-29,0
1528,46,Germany,2023-03-20,0
1529,50,USA,2020-12-01,1
1530,18,Canada,2021-06-23,1
1531,53,Germany,2024-04-15,1
1532,48,Canada,2023-03-07,1
1533,29,France,2022-05-26,0
1534,64,USA,2024-02-27,0
1535,60,Canada,2024-08-16,0
1536,38,Canada,2023-12-30,1
1537,44,Canada,2021-06-01,1
1538,33,UK,2020-06-28,0
1539,39,UK,2024-12-31,0
1540,26,USA,2020-06-25,0
1541,62,France,2022-10-19,0
1542,62,Canada,2024-02-12,1
1543,63,France,2023-02-20,1
1544,58,USA,2024-07-28,0
1545,57,France,2021-12-02,0
1546,40,France,2023-03-18,0
1547,63,France,2021-03-11,1
1548,29,Canada,2022-06-22,0
1549,58,UK,2022-10-15,1
1550,40,Canada,2024-10-06,0
1551,54,France,2020-08-12,1
1552,61,France,2021-08-08,1
1553,52,UK,2020-12-01,1
1554,45,India,2024-10-08,0
1555,19,Germany,2024-02-21,0
1556,60,India,2023-10-18,0
1557,28,UK,2020-09-20,0
1558,27,India,2024-04-29,0
1559,36,USA,2022-09-28,1
1560,20,UK,2023-09-04,1
1561,24,Canada,2025-04-08,1
1562,65,Canada,2021-09-30,1
1563,65,France,2023-08-15,0
1564,33,Canada,2021-12-28,1
1565,62,UK,2021-03-28,0
1566,21,Germany,2021-12-08,0
1567,61,UK,2024-04-25,1
1568,21,India,2024-07-28,1
1569,30,Canada,2021-10-14,1
1570,46,USA,2023-11-02,1
1571,63,France,2024-12-14,0
1572,55,Canada,2021-05-03,1
1573,30,France,2022-08-01,1
1574,36,Germany,2022-07-27,0
1575,61,India,2023-09-05,0
1576,29,France,2022-11-23,0
1577,42,India,2021-04-12,0
1578,53,UK,2023-12-07,0
1579,55,UK,2021-06-28,0
1580,47,France,2025-02-16,1
1581,20,USA,2020-04-17,1
1582,56,India,2020-04-17,1
1583,58,Canada,2024-12-23,1
1584,37,Germany,2024-01-20,1
1585,53,UK,2024-09-24,0
1586,63,UK,2022-11-29,0
1587,29,Canada,2023-01-05,0
1588,50,USA,2021-10-27,0
1589,52,Germany,2023-06-30,0
1590,32,USA,2023-11-17,0
1591,39,UK,2022-07-01,0
1592,57,Canada,2020-09-03,0
1593,53,France,2023-07-21,0
1594,60,UK,2020-08-12,0
1595,59,Canada,2024-05-05,1
1596,33,India,2020-06-07,0
1597,38,Germany,2021-05-15,1
1598,25,Germany,2023-07-17,0
1599,64,UK,2020-11-04,0
1600,51,UK,2024-04-09,0
1601,50,Germany,2022-01-22,0
1602,36,France,2025-03-15,0
1603,50,India,2024-03-03,1
1604,28,Canada,2021-11-14,0
1605,58,India,2025-01-26,0
1606,58,USA,2025-02-07,1
1607,45,India,2022-12-14,0
1608,62,France,2021-05-10,1
1609,59,India,2024-02-10,1
1610,27,India,2020-08-02,0
1611,39,India,2021-09-26,0
1612,21,USA,2022-03-30,1
1613,53,India,2021-03-11,0
1614,32,UK,2024-04-28,0
1615,46,France,2023-09-28,0
1616,38,India,2020-05-26,0
1617,25,Canada,2023-09-02,0
1618,64,Canada,2022-12-24,0
1619,65,Canada,2023-02-03,0
1620,22,UK,2024-09-21,1
1621,24,UK,2023-08-24,1
1622,37,Canada,2020-04-12,0
1623,46,Germany,2021-06-24,0
1624,60,India,2020-12-05,0
1625,52,USA,2021-10-05,0
1626,43,Canada,2021-10-11,0
1627,58,USA,2020-05-08,0
1628,64,France,2021-07-09,0
1629,18,Canada,2023-05-20,1
1630,27,India,2020-06-08,0
1631,54,Canada,2025-03-28,0
1632,53,India,2020-12-03,0
1633,65,France,2024-12-03,1
1634,40,USA,2025-04-09,0
1635,59,Canada,2022-12-16,0
1636,29,USA,2024-03-20,0
1637,34,USA,2022-10-12,0
1638,60,Canada,2024-08-08,1
1639,53,Germany,2024-07-24,0
1640,22,UK,2024-12-17,0
1641,34,India,2020-12-07,0
1642,55,Germany,2020-10-14,1
1643,40,USA,2021-10-27,0
1644,33,India,2025-02-26,0
1645,22,USA,2021-04-16,0
1646,46,UK,2024-08-28,0
1647,37,France,2023-01-20,0
1648,54,Canada,2024-11-20,0
1649,38,Germany,2024-01-21,0
1650,38,USA,2022-12-17,1
1651,63,France,2022-04-19,0
1652,35,UK,2021-07-10,0
1653,64,UK,2023-06-15,1
1654,47,Germany,2023-10-09,0
1655,37,Germany,2023-11-04,0
1656,29,France,2025-04-11,0
1657,35,USA,2023-11-16,1
1658,30,UK,2024-03-04,1
1659,58,India,2024-09-24,1
1660,19,Canada,2024-08-10,0
1661,55,Canada,2024-11-15,0
1662,55,USA,2020-10-18,1
1663,53,UK,2020-06-26,0
1664,52,Germany,2023-01-14,0
1665,27,UK,2023-05-11,0
1666,55,France,2020-07-07,1
1667,26,Germany,2023-12-27,0
1668,23,Germany,2022-04-10,0
1669,18,France,2024-06-06,0
1670,57,France,2023-02-15,0
1671,50,USA,2021-01-06,0
1672,29,Canada,2020-10-26,1
1673,60,USA,2024-08-03,1
1674,48,UK,2024-04-01,0
1675,49,USA,2024-04-26,0
1676,41,USA,2023-03-30,0
1677,31,Canada,2021-02-24,1
1678,41,Germany,2020-12-31,0
1679,47,India,2023-06-28,0
1680,59,UK,2025-02-24,0
1681,51,France,2025-01-04,1
1682,65,UK,2022-01-03,0
1683,54,USA,2022-08-10,0
1684,42,UK,2021-02-21,0
1685,22,Canada,2022-02-09,0
1686,32,Canada,2022-08-21,0
1687,40,Germany,2021-06-16,1
1688,56,India,2021-04-19,0
1689,26,Germany,2022-10-31,0
1690,22,Canada,2021-07-15,0
1691,31,USA,2021-02-18,0
1692,41,Canada,2021-09-27,1
1693,25,France,2023-12-16,0
1694,39,France,2020-09-26,0
1695,61,Germany,2022-02-11,0
1696,55,USA,2022-09-28,0
1697,44,India,2022-01-30,0
1698,26,Canada,2021-03-31,0
1699,26,France,2022-06-17,0
1700,54,USA,2025-01-22,0
